1	35	55	39	47	NO
1	14	36	19	27	NO
1	14	36	16	24	NO
1	14	36	25	33	NO
1	14	36	17	25	NO
1	14	36	18	26	NO
1	14	36	18	26	NO
1	14	36	19	27	NO
1	14	36	19	27	NO
1	14	36	17	25	NO
1	14	36	17	23	NO
1	105	126	111	117	NO
1	105	126	106	114	NO
1	105	126	113	121	NO
1	96	118	97	105	NO
1	96	118	106	114	NO
1	96	118	95	103	NO
1	96	118	95	103	optimo
1	96	118	103	111	NO
1	96	118	96	104	NO
1	56	77	58	66	NO
1	56	77	61	69	NO
1	56	77	61	69	NO
1	56	77	57	65	NO
1	56	77	62	70	NO
1	105	128	111	117	NO
1	105	128	106	114	NO
1	105	128	116	124	NO
1	105	128	113	121	NO
1	105	128	116	124	NO
1	33	54	32	40	NO
1	33	54	32	40	optimo
1	33	54	34	42	NO
1	33	54	35	43	NO
1	33	54	43	51	NO
1	33	54	39	47	NO
1	203	224	204	212	NO
1	203	224	208	216	NO
1	203	224	211	219	NO
1	203	224	203	210	NO
1	203	224	202	210	NO
1	203	224	202	210	optimo
1	203	224	202	210	NO
1	203	224	202	210	optimo
1	203	224	208	216	NO
1	203	224	209	217	NO
1	216	236	222	228	NO
1	216	236	217	224	NO
1	216	236	216	224	NO
1	216	236	225	233	NO
1	216	236	222	230	NO
1	216	236	224	232	NO
1	100	121	111	117	NO
1	100	121	106	114	NO
1	100	121	103	111	NO
1	125	146	127	135	NO
1	201	224	204	212	NO
1	201	224	208	216	NO
1	201	224	211	219	NO
1	201	224	203	210	NO
1	201	224	202	210	NO
1	201	224	202	210	NO
1	201	224	208	216	NO
1	201	224	209	217	NO
1	57	80	67	75	NO
1	57	80	69	77	NO
1	57	80	68	76	NO
1	57	80	58	66	NO
1	57	80	61	69	NO
1	57	80	61	69	NO
1	57	80	69	77	NO
1	57	80	67	75	NO
1	57	80	57	65	NO
1	57	80	62	70	NO
1	164	185	164	172	NO
1	164	185	164	172	NO
1	164	185	173	181	NO
1	164	185	169	177	NO
1	164	185	166	174	NO
1	164	185	165	173	NO
1	164	185	163	171	NO
1	164	185	163	171	optimo
1	188	210	188	196	NO
1	188	210	197	205	NO
1	188	210	189	197	NO
1	188	210	198	205	NO
1	218	240	222	228	NO
1	218	240	217	224	NO
1	218	240	217	224	optimo
1	218	240	228	236	NO
1	218	240	225	233	NO
1	218	240	222	230	NO
1	218	240	224	232	NO
1	67	87	67	75	NO
1	67	87	76	84	NO
1	67	87	69	77	NO
1	67	87	68	76	NO
1	67	87	73	81	NO
1	67	87	69	77	NO
1	67	87	72	80	NO
1	67	87	67	75	NO
1	67	87	73	81	NO
1	67	87	71	79	NO
1	5	26	17	23	NO
1	54	75	58	66	NO
1	54	75	61	69	NO
1	54	75	61	69	NO
1	54	75	57	65	NO
1	54	75	62	70	NO
1	212	233	211	219	NO
1	212	233	211	219	optimo
1	212	233	222	228	NO
1	212	233	217	224	NO
1	212	233	216	224	NO
1	212	233	222	230	NO
1	177	197	183	191	NO
1	177	197	183	191	NO
1	177	197	181	189	NO
1	177	197	177	185	NO
1	177	197	178	186	NO
1	177	197	177	184	NO
1	177	197	177	184	NO
1	151	172	161	168	NO
1	151	172	153	160	NO
1	151	172	159	167	NO
1	5	26	17	23	NO
1	225	246	232	239	NO
1	225	246	228	236	NO
1	225	246	232	240	NO
1	225	246	225	233	NO
1	225	246	224	232	NO
1	225	246	224	232	optimo
1	225	246	232	239	NO
1	225	246	228	236	NO
1	225	246	232	240	NO
1	225	246	225	233	NO
1	225	246	224	232	NO
1	225	246	224	232	optimo
1	139	160	144	152	NO
1	139	160	138	146	NO
1	139	160	138	146	optimo
1	139	160	146	152	NO
1	236	257	241	249	NO
1	236	257	241	249	NO
1	236	257	238	246	NO
1	4	27	16	24	NO
1	4	27	17	23	NO
1	151	172	161	168	NO
1	151	172	153	160	NO
1	151	172	159	167	NO
1	209	230	208	216	NO
1	209	230	208	216	optimo
1	209	230	211	219	NO
1	209	230	217	224	NO
1	209	230	216	224	NO
1	209	230	208	216	NO
1	209	230	208	216	optimo
1	209	230	209	217	NO
1	159	181	161	168	NO
1	159	181	164	172	NO
1	159	181	164	172	NO
1	159	181	169	177	NO
1	159	181	159	167	NO
1	159	181	166	174	NO
1	159	181	165	173	NO
1	159	181	163	171	NO
1	114	135	116	124	NO
1	114	135	119	126	NO
1	114	135	121	128	NO
1	114	135	113	121	NO
1	114	135	113	121	optimo
1	114	135	116	124	NO
1	156	177	161	168	NO
1	156	177	164	172	NO
1	156	177	164	172	NO
1	156	177	159	167	NO
1	156	177	166	174	NO
1	156	177	165	173	NO
1	156	177	163	171	NO
1	7	27	16	24	NO
1	7	27	17	23	NO
1	210	232	211	219	NO
1	210	232	222	228	NO
1	210	232	217	224	NO
1	210	232	216	224	NO
1	210	232	209	217	NO
1	210	232	209	217	optimo
1	165	186	164	172	NO
1	165	186	164	172	optimo
1	165	186	164	172	NO
1	165	186	164	172	optimo
1	165	186	173	181	NO
1	165	186	169	177	NO
1	165	186	166	174	NO
1	165	186	165	173	NO
1	66	86	67	75	NO
1	66	86	69	77	NO
1	66	86	68	76	NO
1	66	86	73	81	NO
1	66	86	69	77	NO
1	66	86	72	80	NO
1	66	86	67	75	NO
1	66	86	73	81	NO
1	66	86	71	79	NO
1	81	104	88	96	NO
1	81	104	80	87	NO
1	81	104	80	87	optimo
1	81	104	93	101	NO
1	44	65	47	55	NO
1	44	65	47	54	NO
1	44	65	50	57	NO
1	44	65	43	51	NO
1	44	65	43	51	optimo
1	44	65	46	54	NO
1	190	210	197	205	NO
1	190	210	189	197	NO
1	190	210	189	197	optimo
1	190	210	198	205	NO
1	49	70	58	66	NO
1	49	70	57	65	NO
1	49	70	50	57	NO
1	115	136	116	124	NO
1	115	136	119	126	NO
1	115	136	121	128	NO
1	115	136	116	124	NO
1	115	136	116	124	NO
1	115	136	119	126	NO
1	115	136	121	128	NO
1	115	136	116	124	NO
1	142	163	144	152	NO
1	142	163	153	160	NO
1	142	163	146	152	NO
1	163	184	164	172	NO
1	163	184	164	172	NO
1	163	184	173	181	NO
1	163	184	169	177	NO
1	163	184	166	174	NO
1	163	184	165	173	NO
1	163	184	163	171	NO
1	36	57	47	54	NO
1	36	57	35	43	NO
1	36	57	35	43	optimo
1	36	57	43	51	NO
1	36	57	46	54	NO
1	36	57	39	47	NO
1	23	42	25	33	NO
1	23	42	31	39	NO
1	23	42	30	36	NO
1	20	43	19	27	NO
1	20	43	19	27	optimo
1	20	43	32	40	NO
1	20	43	25	33	NO
1	20	43	31	39	NO
1	20	43	30	36	NO
1	20	43	19	27	NO
1	20	43	19	27	optimo
1	20	43	19	27	NO
1	20	43	19	27	optimo
1	20	43	19	27	NO
1	20	43	19	27	optimo
1	20	43	32	40	NO
1	20	43	25	33	NO
1	20	43	31	39	NO
1	20	43	30	36	NO
1	20	43	19	27	NO
1	20	43	19	27	optimo
1	20	43	19	27	NO
1	20	43	19	27	optimo
1	30	51	32	40	NO
1	30	51	31	39	NO
1	30	51	30	36	NO
1	30	51	34	42	NO
1	30	51	35	43	NO
1	30	51	39	47	NO
1	145	167	144	152	NO
1	145	167	144	152	optimo
1	145	167	153	160	NO
1	145	167	146	152	NO
1	153	174	161	168	NO
1	153	174	153	160	NO
1	153	174	159	167	NO
1	153	174	163	171	NO
1	80	101	88	96	NO
1	80	101	80	87	NO
1	80	101	88	96	NO
1	80	101	80	87	NO
1	34	54	34	42	NO
1	34	54	35	43	NO
1	34	54	43	51	NO
1	34	54	39	47	NO
1	107	128	111	117	NO
1	107	128	106	114	NO
1	107	128	106	114	optimo
1	107	128	116	124	NO
1	107	128	113	121	NO
1	107	128	116	124	NO
1	151	173	161	168	NO
1	151	173	153	160	NO
1	151	173	159	167	NO
1	184	205	183	191	NO
1	184	205	183	191	optimo
1	184	205	188	196	NO
1	184	205	183	191	NO
1	184	205	183	191	optimo
1	184	205	189	197	NO
1	184	205	183	191	NO
1	184	205	183	191	optimo
1	184	205	188	196	NO
1	184	205	183	191	NO
1	184	205	183	191	optimo
1	184	205	189	197	NO
1	149	171	161	168	NO
1	149	171	153	160	NO
1	149	171	159	167	NO
1	25	47	32	40	NO
1	25	47	25	33	NO
1	25	47	31	39	NO
1	25	47	30	36	NO
1	25	47	34	42	NO
1	25	47	35	43	NO
